nextJobTwo,nextJobOne,jobId,CaBRating,city,id,state,WLBRating,title,company,CaVRating,CORating,numJobs,SLRating
account manager,executive assistant,134375,4.5,Dallas,248,TX,3.8,Social Media Coordinator,Facebook,4.5,4.3,1,4.2
,,270607,4.5,Dallas,249,TX,3.8,Preditor,Facebook,4.5,4.3,1,4.2
,,490261,4.5,Dallas,250,TX,3.8,DSD Order Picker/Delivery Driver,Facebook,4.5,4.3,1,4.2
,,13596,4.5,Dallas,251,TX,3.8,Merchandiser,Facebook,4.5,4.3,1,4.2
accounting assistant,accounting clerk,15341,4.5,Dallas,252,TX,3.8,Accounts Payable,Facebook,4.5,4.3,1,4.2
,,47845,4.5,Dallas,253,TX,3.8,Web Development Engineer,Facebook,4.5,4.3,1,4.2
customer service representative,head teller,20857,4.5,Boston,254,MA,3.8,Teller I,Facebook,4.5,4.3,34,4.2
,,43645,4.5,Boston,255,MA,3.8,Financial Services Representative I,Facebook,4.5,4.3,29,4.2
office manager,co manager,13228,4.5,Boston,256,MA,3.8,Media Coordinator,Facebook,4.5,4.3,25,4.2
administrative assistant,sales associate,60233,4.5,Boston,257,MA,3.8,Customer Service Representative I,Facebook,4.5,4.3,9,4.2
sales associate,customer service representative,26256,4.5,Boston,258,MA,3.8,Store Supervisor,Facebook,4.5,4.3,7,4.2
,,27794,4.5,Boston,259,MA,3.8,Risk Specialist,Facebook,4.5,4.3,7,4.2
,,630740,4.5,Boston,260,MA,3.8,Cashier-hourly,Facebook,4.5,4.3,6,4.2
,,342425,4.5,Boston,261,MA,3.8,Social Media Supervisor,Facebook,4.5,4.3,5,4.2
account manager,executive assistant,134375,4.5,Boston,262,MA,3.8,Social Media Coordinator,Facebook,4.5,4.3,4,4.2
,,826786,4.5,Boston,263,MA,3.8,Commercial Loan Closer,Facebook,4.5,4.3,4,4.2
member service representative,receptionist,33688,4.5,Boston,264,MA,3.8,Head Teller,Facebook,4.5,4.3,4,4.2
,,57646,4.5,Boston,265,MA,3.8,Marketing Coordinator,Facebook,4.5,4.3,4,4.2
marketing associate,volunteer,13314,4.5,Boston,266,MA,3.8,Marketing Intern,Facebook,4.5,4.3,3,4.2
accounts payable representative,accounts payable analyst,15351,4.5,Boston,267,MA,3.8,Accounts Payable Coordinator,Facebook,4.5,4.3,3,4.2
sales associate,customer service,62290,4.5,Boston,268,MA,3.8,Barista,Facebook,4.5,4.3,3,4.2
,,401912,4.5,Boston,269,MA,3.8,Clinical Dietitian I,Facebook,4.5,4.3,3,4.2
,,531617,4.5,Boston,270,MA,3.8,Temporary Marketing Assistant,Facebook,4.5,4.3,3,4.2
senior accountant,business analyst,65040,4.5,Boston,271,MA,3.8,Tax Analyst,Facebook,4.5,4.3,2,4.2
,,65295,4.5,Boston,272,MA,3.8,Corporate Actions Analyst,Facebook,4.5,4.3,2,4.2
,,2960470,4.5,Boston,273,MA,3.8,Inside Sales Business Development Representative,Facebook,4.5,4.3,2,4.2
owner,production manager,156641,4.5,Boston,274,MA,3.8,Digital Marketing Specialist,Facebook,4.5,4.3,2,4.2
,,4683,4.5,Boston,275,MA,3.8,Social Media Analyst,Facebook,4.5,4.3,2,4.2
,,448775,4.5,Boston,276,MA,3.8,Multimedia Journalist,Facebook,4.5,4.3,2,4.2
,,29371,4.5,Boston,277,MA,3.8,Scientist,Facebook,4.5,4.3,2,4.2
,,252023,4.5,Boston,278,MA,3.8,Catering Sales Coordinator,Facebook,4.5,4.3,2,4.2
,,4279,4.5,Boston,279,MA,3.8,Software Engineer,Facebook,4.5,4.3,2,4.2
bar manager,volunteer,47979,4.5,Boston,280,MA,3.8,Website Designer,Facebook,4.5,4.3,2,4.2
,,21299,4.5,Boston,281,MA,3.8,General Ledger Staff Accountant,Facebook,4.5,4.3,2,4.2
software developer,team lead,54988,4.5,Palo Alto,282,CA,3.8,Developer,Facebook,4.5,4.3,6,4.2
systems engineer,associate software engineer,30298,4.5,Palo Alto,283,CA,3.8,Software Developer Intern,Facebook,4.5,4.3,6,4.2
,,32284,4.5,Palo Alto,284,CA,3.8,Field Applications Engineer,Facebook,4.5,4.3,5,4.2
lead cook,prep cook,45091,4.5,Palo Alto,285,CA,3.8,Cook,Facebook,4.5,4.3,4,4.2
,,55037,4.5,Palo Alto,286,CA,3.8,Development Architect,Facebook,4.5,4.3,3,4.2
,,196433,4.5,Palo Alto,287,CA,3.8,Systems Reliability Engineer,Facebook,4.5,4.3,3,4.2
,,4279,4.5,Palo Alto,288,CA,3.8,Software Engineer,Facebook,4.5,4.3,3,4.2
,,51938,4.5,Palo Alto,289,CA,3.8,Content Editor/Writer,Facebook,4.5,4.3,3,4.2
,,3001508,4.5,Palo Alto,290,CA,3.8,Developer/Data Scientist,Facebook,4.5,4.3,2,4.2
director,regional sales manager,36925,4.5,Palo Alto,291,CA,3.8,Product Specialist,Facebook,4.5,4.3,2,4.2
,,13596,4.5,Palo Alto,292,CA,3.8,Merchandiser,Facebook,4.5,4.3,2,4.2
,manager,58305,4.5,Palo Alto,293,CA,3.8,Technical Support Engineer,Facebook,4.5,4.3,2,4.2
,,706697,4.5,Palo Alto,294,CA,3.8,Developer Relations Intern,Facebook,4.5,4.3,2,4.2
,,157952,4.5,Palo Alto,295,CA,3.8,Web App Developer,Facebook,4.5,4.3,2,4.2
area manager,contractor,46157,4.5,Palo Alto,296,CA,3.8,Data Engineer,Facebook,4.5,4.3,2,4.2
software developer,it specialist,244632,4.5,Palo Alto,297,CA,3.8,Devops Engineer,Facebook,4.5,4.3,2,4.2
,,32365,4.5,Palo Alto,298,CA,3.8,Field Marketing Specialist,Facebook,4.5,4.3,2,4.2
,,118541,4.5,Palo Alto,299,CA,3.8,General Utility Worker,Facebook,4.5,4.3,2,4.2
,,28020,4.5,Palo Alto,300,CA,3.8,Revenue Recognition Analyst,Facebook,4.5,4.3,2,4.2
,,554626,4.5,Palo Alto,301,CA,3.8,Java Software Development Engineer In Test,Facebook,4.5,4.3,2,4.2
planning assistant,assistant manager,28308,4.5,Palo Alto,302,CA,3.8,Sales Trainee,Facebook,4.5,4.3,2,4.2
software engineer,developer,119899,4.5,Palo Alto,303,CA,3.8,Data Scientist,Facebook,4.5,4.3,2,4.2
,,388590,4.5,Palo Alto,304,CA,3.8,Catering Worker,Facebook,4.5,4.3,2,4.2
,,635497,4.5,Palo Alto,305,CA,3.8,Finance/Operations Intern,Facebook,4.5,4.3,2,4.2
,,1257676,4.5,San Antonio,306,TX,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,4,4.2
,,690002,4.5,San Antonio,307,TX,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,4,4.2
,,402062,4.5,San Antonio,308,TX,3.8,Communications and Outreach Specialist,Facebook,4.5,4.3,2,4.2
,,118541,4.5,San Antonio,309,TX,3.8,General Utility Worker,Facebook,4.5,4.3,2,4.2
,,13596,4.5,San Antonio,310,TX,3.8,Merchandiser,Facebook,4.5,4.3,1,4.2
planning assistant,assistant manager,28308,4.5,San Antonio,311,TX,3.8,Sales Trainee,Facebook,4.5,4.3,1,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,San Antonio,312,TX,3.8,Co,Facebook,4.5,4.3,1,4.2
,,264123,4.5,San Antonio,313,TX,3.8,Lottery Sales Representative,Facebook,4.5,4.3,1,4.2
,,19150,4.5,San Antonio,314,TX,3.8,Local Delivery Driver,Facebook,4.5,4.3,1,4.2
,,517584,4.5,San Antonio,315,TX,3.8,Entry Level Sales Associate,Facebook,4.5,4.3,1,4.2
,,690002,4.5,Los Angeles,316,CA,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,6,4.2
account manager,executive assistant,134375,4.5,Los Angeles,317,CA,3.8,Social Media Coordinator,Facebook,4.5,4.3,5,4.2
,,13596,4.5,Los Angeles,318,CA,3.8,Merchandiser,Facebook,4.5,4.3,5,4.2
,,59905,4.5,Los Angeles,319,CA,3.8,Customer Technical Support Representative,Facebook,4.5,4.3,5,4.2
,,141311,4.5,Los Angeles,320,CA,3.8,Commissions Specialist,Facebook,4.5,4.3,5,4.2
senior systems analyst,contractor,62650,4.5,Los Angeles,321,CA,3.8,Business Systems Analyst,Facebook,4.5,4.3,4,4.2
planning assistant,assistant manager,28308,4.5,Los Angeles,322,CA,3.8,Sales Trainee,Facebook,4.5,4.3,4,4.2
,vice president,136303,4.5,Los Angeles,323,CA,3.8,Digital Marketing Intern,Facebook,4.5,4.3,4,4.2
legal intern,staff writer,194651,4.5,Los Angeles,324,CA,3.8,Social Media Intern,Facebook,4.5,4.3,3,4.2
,,862243,4.5,Los Angeles,325,CA,3.8,Customer Service Operations Analyst,Facebook,4.5,4.3,3,4.2
,,235716,4.5,Los Angeles,326,CA,3.8,Customer Success Engineer,Facebook,4.5,4.3,3,4.2
,,36237,4.5,Los Angeles,327,CA,3.8,ECommerce Specialist,Facebook,4.5,4.3,3,4.2
,,87016,4.5,Los Angeles,328,CA,3.8,Health Care Analyst,Facebook,4.5,4.3,3,4.2
administrative assistant,sales associate,44836,4.5,Los Angeles,329,CA,3.8,Sales Representative,Facebook,4.5,4.3,3,4.2
packaging mechanic,machinist,19589,4.5,Los Angeles,330,CA,3.8,Maintenance Mechanic,Facebook,4.5,4.3,3,4.2
,senior software engineer,5230,4.5,Los Angeles,331,CA,3.8,SQL Server Database Administrator,Facebook,4.5,4.3,3,4.2
,,618465,4.5,Los Angeles,332,CA,3.8,Talent Management Intern,Facebook,4.5,4.3,3,4.2
,,1045476,4.5,Los Angeles,333,CA,3.8,Digital Engagement Specialist,Facebook,4.5,4.3,3,4.2
account executive,general manager,50698,4.5,Los Angeles,334,CA,3.8,Sales &amp; Marketing Representative,Facebook,4.5,4.3,3,4.2
,,9229,4.5,Los Angeles,335,CA,3.8,Appeals &amp; Grievances Coordinator,Facebook,4.5,4.3,2,4.2
treasurer,account manager,336402,4.5,Los Angeles,336,CA,3.8,Social Media Marketing Intern,Facebook,4.5,4.3,2,4.2
,,139898,4.5,Los Angeles,337,CA,3.8,Ad Operations Trafficker,Facebook,4.5,4.3,2,4.2
,,523824,4.5,Los Angeles,338,CA,3.8,Social Marketing Intern,Facebook,4.5,4.3,2,4.2
manufacturing supervisor,operations manager,36980,4.5,Los Angeles,339,CA,3.8,Production,Facebook,4.5,4.3,2,4.2
,,132627,4.5,Los Angeles,340,CA,3.8,Consumer Insights Specialist,Facebook,4.5,4.3,2,4.2
software developer,business analyst,12588,4.5,Los Angeles,341,CA,3.8,Business Process Consultant,Facebook,4.5,4.3,2,4.2
,,2987733,4.5,Los Angeles,342,CA,3.8,Registered Nurse - Rehab,Facebook,4.5,4.3,2,4.2
janitor,security officer,148627,4.5,Los Angeles,343,CA,3.8,Residential Aide,Facebook,4.5,4.3,2,4.2
,,30488,4.5,Los Angeles,344,CA,3.8,Solutions Architect,Facebook,4.5,4.3,2,4.2
,,4279,4.5,Austin,345,TX,3.8,Software Engineer,Facebook,4.5,4.3,7,4.2
,,6968,4.5,Austin,346,TX,3.8,Network Systems Specialist,Facebook,4.5,4.3,4,4.2
financial analyst,revenue manager,28000,4.5,Austin,347,TX,3.8,Revenue Analyst,Facebook,4.5,4.3,4,4.2
,,113625,4.5,Austin,348,TX,3.8,Server Software Engineer,Facebook,4.5,4.3,3,4.2
,,75570,4.5,Austin,349,TX,3.8,Analytical Strategist,Facebook,4.5,4.3,3,4.2
senior systems engineer,manager,30513,4.5,Austin,350,TX,3.8,Solutions Engineer,Facebook,4.5,4.3,3,4.2
,,849072,4.5,Austin,351,TX,3.8,Community Care Specialist,Facebook,4.5,4.3,3,4.2
,,654461,4.5,Austin,352,TX,3.8,Triage Specialist,Facebook,4.5,4.3,3,4.2
,,158094,4.5,Austin,353,TX,3.8,Motion Graphics Specialist,Facebook,4.5,4.3,3,4.2
administrative assistant,sales associate,13402,4.5,Austin,354,TX,3.8,Marketing Specialist,Facebook,4.5,4.3,3,4.2
,,30488,4.5,Austin,355,TX,3.8,Solutions Architect,Facebook,4.5,4.3,2,4.2
legal intern,staff writer,194651,4.5,Austin,356,TX,3.8,Social Media Intern,Facebook,4.5,4.3,2,4.2
quality manager,quality engineer,56067,4.5,Austin,357,TX,3.8,Quality Inspector,Facebook,4.5,4.3,2,4.2
account manager,executive assistant,134375,4.5,Austin,358,TX,3.8,Social Media Coordinator,Facebook,4.5,4.3,2,4.2
executive chef,general manager,38370,4.5,Austin,359,TX,3.8,Food Service Supervisor,Facebook,4.5,4.3,2,4.2
,,972085,4.5,Austin,360,TX,3.8,Digital Marketing Account Associate,Facebook,4.5,4.3,2,4.2
,,65619,4.5,Austin,361,TX,3.8,Paid Search Specialist,Facebook,4.5,4.3,2,4.2
senior process engineer,program management coordinator,66572,4.5,Austin,362,TX,3.8,Process Specialist,Facebook,4.5,4.3,2,4.2
senior software engineer,senior consultant,20414,4.5,Austin,363,TX,3.8,Technical Analyst,Facebook,4.5,4.3,2,4.2
,,207418,4.5,Austin,364,TX,3.8,Payment Operations Analyst,Facebook,4.5,4.3,2,4.2
,,1257676,4.5,Austin,365,TX,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,1,4.2
,,264123,4.5,Austin,366,TX,3.8,Lottery Sales Representative,Facebook,4.5,4.3,1,4.2
,,1089,4.5,Austin,367,TX,3.8,Contract Technical Writer,Facebook,4.5,4.3,1,4.2
,,863008,4.5,Austin,368,TX,3.8,Musketeer - On Premise Specialist,Facebook,4.5,4.3,1,4.2
,,27784,4.5,Austin,369,TX,3.8,Risk Operations Analyst,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Austin,370,TX,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
,marketing manager,68707,4.5,Austin,371,TX,3.8,Social Media Specialist,Facebook,4.5,4.3,1,4.2
security officer,security guard,13159,4.5,Austin,372,TX,3.8,Cashier,Facebook,4.5,4.3,1,4.2
security guard,server,51846,4.5,Austin,373,TX,3.8,Concierge,Facebook,4.5,4.3,1,4.2
c engineer,junior java software engineer,3579,4.5,Austin,374,TX,3.8,Java Software Engineer,Facebook,4.5,4.3,1,4.2
wellsite supervisor,drilling wellsite supervisor,51415,4.5,Austin,375,TX,3.8,Co,Facebook,4.5,4.3,1,4.2
,,112343,4.5,Austin,376,TX,3.8,QA Analyst/Tester,Facebook,4.5,4.3,1,4.2
sales associate,receptionist,33634,4.5,Austin,377,TX,3.8,Guest Service Team Member,Facebook,4.5,4.3,1,4.2
,,1257676,4.5,Indianapolis,378,IN,3.8,"Cashier Retail, Customer Service",Facebook,4.5,4.3,5,4.2
,,630740,4.5,Indianapolis,379,IN,3.8,Cashier-hourly,Facebook,4.5,4.3,5,4.2
project manager,software quality engineer,30608,4.5,Indianapolis,380,IN,3.8,Software QA Engineer,Facebook,4.5,4.3,3,4.2
,,690002,4.5,Indianapolis,381,IN,3.8,Hourly Food Service Worker,Facebook,4.5,4.3,3,4.2
freelance reporter,anchor,33342,4.5,Indianapolis,382,IN,3.8,Reporter,Facebook,4.5,4.3,3,4.2
,,13596,4.5,Indianapolis,383,IN,3.8,Merchandiser,Facebook,4.5,4.3,3,4.2
planning assistant,assistant manager,28308,4.5,Indianapolis,384,IN,3.8,Sales Trainee,Facebook,4.5,4.3,3,4.2
general manager,route sales lead,264996,4.5,Indianapolis,385,IN,3.8,Route Sales Associate,Facebook,4.5,4.3,3,4.2
,,448775,4.5,Indianapolis,386,IN,3.8,Multimedia Journalist,Facebook,4.5,4.3,3,4.2
operations manager,account executive,59453,4.5,Indianapolis,387,IN,3.8,Traffic Reporter,Facebook,4.5,4.3,3,4.2
systems analyst,network administrator,30439,4.5,Indianapolis,388,IN,3.8,IT Specialist,Facebook,4.5,4.3,3,4.2
,,6601,4.5,Indianapolis,389,IN,3.8,Multi-Media Journalist,Facebook,4.5,4.3,3,4.2
,,232704,4.5,Indianapolis,390,IN,3.8,Warehouse Loader,Facebook,4.5,4.3,3,4.2
,,215345,4.5,Indianapolis,391,IN,3.8,Outside Sales/Account Representative,Facebook,4.5,4.3,2,4.2
,,681589,4.5,Indianapolis,392,IN,3.8,Sports Anchor,Facebook,4.5,4.3,2,4.2
,,79026,4.5,Indianapolis,393,IN,3.8,Child Psychiatrist,Facebook,4.5,4.3,1,4.2
customer service representative,receptionist,46721,4.5,Indianapolis,394,IN,3.8,Office Administrator,Facebook,4.5,4.3,1,4.2
,,145745,4.5,Indianapolis,395,IN,3.8,Delivery Driver Cdl,Facebook,4.5,4.3,1,4.2
executive administrative assistant,inside sales representative,28424,4.5,Indianapolis,396,IN,3.8,Sales Development Representative,Facebook,4.5,4.3,1,4.2
contractor,instructional design consultant,29284,4.5,Indianapolis,397,IN,3.8,Instructional Designer,Facebook,4.5,4.3,1,4.2
,,177326,4.5,Indianapolis,398,IN,3.8,Documentum Consultant,Facebook,4.5,4.3,1,4.2
,,127297,4.5,Indianapolis,399,IN,3.8,Wings Team,Facebook,4.5,4.3,1,4.2
,,544351,4.5,Indianapolis,400,IN,3.8,Registered Nurse Home Care,Facebook,4.5,4.3,1,4.2
,,336661,4.5,Indianapolis,401,IN,3.8,Social Media Marketing Coordinator,Facebook,4.5,4.3,1,4.2
,,1377944,4.5,Indianapolis,402,IN,3.8,Warehouse Associate/Distribution Center,Facebook,4.5,4.3,1,4.2
,,210568,4.5,Indianapolis,403,IN,3.8,Mechanical Estimator,Facebook,4.5,4.3,1,4.2
,,566936,4.5,Indianapolis,404,IN,3.8,IT Consultant(SQL BI Developer),Facebook,4.5,4.3,1,4.2
,,63550,4.5,Indianapolis,405,IN,3.8,Mail Distribution Clerk,Facebook,4.5,4.3,1,4.2
,,682885,4.5,Indianapolis,406,IN,3.8,Instant Ticket Specialist,Facebook,4.5,4.3,1,4.2
,,642317,4.5,Indianapolis,407,IN,3.8,Marketing and Social Media Specialist,Facebook,4.5,4.3,1,4.2
,,100157,4.5,Indianapolis,408,IN,3.8,C++/.NET Developer,Facebook,4.5,4.3,1,4.2
office manager,assistant manager,6772,4.5,Indianapolis,409,IN,3.8,Collections Specialist,Facebook,4.5,4.3,1,4.2
,,276681,4.5,Indianapolis,410,IN,3.8,"Registered Nurse-Critical Care, ICU",Facebook,4.5,4.3,1,4.2
,,314742,4.5,Indianapolis,411,IN,3.8,Plumbing Inspector Journeyman/Safety Codes,Facebook,4.5,4.3,1,4.2
,,212328,4.5,Indianapolis,412,IN,3.8,Full Time Merchandiser,Facebook,4.5,4.3,1,4.2
administrative assistant,sales associate,13402,4.5,Indianapolis,413,IN,3.8,Marketing Specialist,Facebook,4.5,4.3,1,4.2
auto mechanic,heavy equipment mechanic,41494,4.5,Indianapolis,414,IN,3.8,Diesel Mechanic,Facebook,4.5,4.3,1,4.2
customer service representative,head teller,20857,4.5,Mount Laurel,415,NJ,3.8,Teller I,Facebook,4.5,4.3,36,4.2
,,43645,4.5,Mount Laurel,416,NJ,3.8,Financial Services Representative I,Facebook,4.5,4.3,11,4.2
administrative assistant,sales associate,60233,4.5,Mount Laurel,417,NJ,3.8,Customer Service Representative I,Facebook,4.5,4.3,5,4.2
,,62853,4.5,Mount Laurel,418,NJ,3.8,BUSINESS SYSTEMS SPECIALIST,Facebook,4.5,4.3,5,4.2
,,342990,4.5,Mount Laurel,419,NJ,3.8,Information Analyst IV,Facebook,4.5,4.3,5,4.2
member service representative,receptionist,33688,4.5,Mount Laurel,420,NJ,3.8,Head Teller,Facebook,4.5,4.3,5,4.2
,,848566,4.5,Mount Laurel,421,NJ,3.8,Social Media Content Specialist,Facebook,4.5,4.3,5,4.2
,,122703,4.5,Mount Laurel,422,NJ,3.8,ATM Analyst,Facebook,4.5,4.3,4,4.2
,,68017,4.5,Mount Laurel,423,NJ,3.8,C++ Software Developer,Facebook,4.5,4.3,4,4.2
,,248079,4.5,Mount Laurel,424,NJ,3.8,Facilities Operations Analyst,Facebook,4.5,4.3,4,4.2
,,61856,4.5,Mount Laurel,425,NJ,3.8,Banking Specialist I,Facebook,4.5,4.3,4,4.2
,,54209,4.5,Mount Laurel,426,NJ,3.8,Digital Designer,Facebook,4.5,4.3,4,4.2
manager,project manager,33356,4.5,Mount Laurel,427,NJ,3.8,Reporting Analyst,Facebook,4.5,4.3,4,4.2
,,85706,4.5,Mount Laurel,428,NJ,3.8,Human Resources Systems Analyst,Facebook,4.5,4.3,4,4.2
,,699285,4.5,Mount Laurel,429,NJ,3.8,Loan Ops Representative IV,Facebook,4.5,4.3,4,4.2
,,57646,4.5,Mount Laurel,430,NJ,3.8,Marketing Coordinator,Facebook,4.5,4.3,4,4.2
,,283340,4.5,Mount Laurel,431,NJ,3.8,Corporate Tax Accountant,Facebook,4.5,4.3,3,4.2
,,80638,4.5,Mount Laurel,432,NJ,3.8,Corporate Accountant-analyst,Facebook,4.5,4.3,3,4.2
forklift operator,security officer,47759,4.5,Mount Laurel,433,NJ,3.8,Warehouse Worker,Facebook,4.5,4.3,3,4.2
corporate recruiter,contract it recruiter,1070,4.5,Mount Laurel,434,NJ,3.8,Contract Recruiter,Facebook,4.5,4.3,3,4.2
consultant,program director,37509,4.5,Mount Laurel,435,NJ,3.8,Psychologist,Facebook,4.5,4.3,3,4.2
,,45282,4.5,Mount Laurel,436,NJ,3.8,Corporate Financial Analyst,Facebook,4.5,4.3,3,4.2
,project lead,2607,4.5,Mount Laurel,437,NJ,3.8,Associate Business Analyst,Facebook,4.5,4.3,3,4.2
executive assistant,executive administrative assistant,15954,4.5,Mount Laurel,438,NJ,3.8,Administrative Assistant,Facebook,4.5,4.3,3,4.2
,,496048,4.5,Mount Laurel,439,NJ,3.8,Microsoft Exchange Engineer,Facebook,4.5,4.3,3,4.2
human resources administrator,administrative assistant,34134,4.5,Mount Laurel,440,NJ,3.8,Human Resources Assistant,Facebook,4.5,4.3,2,4.2
director,regional sales manager,36925,4.5,Mount Laurel,441,NJ,3.8,Product Specialist,Facebook,4.5,4.3,2,4.2
,,410056,4.5,Seattle,442,WA,3.8,Salesforce.com Architect,Facebook,4.5,4.3,3,4.2
,,1154265,4.5,Seattle,443,WA,3.8,PRESALES EXPERT,Facebook,4.5,4.3,2,4.2
contract specialist,account manager,36803,4.5,Seattle,444,WA,3.8,Procurement Specialist,Facebook,4.5,4.3,2,4.2
forklift operator,security officer,47759,4.5,Seattle,445,WA,3.8,Warehouse Worker,Facebook,4.5,4.3,2,4.2
,,131437,4.5,Seattle,446,WA,3.8,General Applications,Facebook,4.5,4.3,2,4.2
,,32365,4.5,Seattle,447,WA,3.8,Field Marketing Specialist,Facebook,4.5,4.3,2,4.2
assistant manager,sales associate,50602,4.5,Seattle,448,WA,3.8,Route Sales Representative,Facebook,4.5,4.3,2,4.2
senior staff accountant,financial analyst,5361,4.5,Seattle,449,WA,3.8,Staff Accountant,Facebook,4.5,4.3,2,4.2
,,47187,4.5,Seattle,450,WA,3.8,Paid Search Analyst,Facebook,4.5,4.3,2,4.2
,,162296,4.5,Seattle,451,WA,3.8,Bridal Sales Consultant,Facebook,4.5,4.3,2,4.2
forklift operator,receptionist,61340,4.5,Seattle,452,WA,3.8,Production Worker,Facebook,4.5,4.3,2,4.2
senior electrical engineer,project manager,36648,4.5,Seattle,453,WA,3.8,Electrical Engineer,Facebook,4.5,4.3,2,4.2
,,252387,4.5,Seattle,454,WA,3.8,Retail Sales and Barista,Facebook,4.5,4.3,2,4.2
,,87868,4.5,Seattle,455,WA,3.8,Infrastructure Software Engineer,Facebook,4.5,4.3,2,4.2
administrative assistant,bookkeeper,23691,4.5,Seattle,456,WA,3.8,Accounting Specialist,Facebook,4.5,4.3,2,4.2
,,90332,4.5,Seattle,457,WA,3.8,Mechanical Research Engineer,Facebook,4.5,4.3,1,4.2
,lead java developer,50111,4.5,Seattle,458,WA,3.8,Release Engineer,Facebook,4.5,4.3,1,4.2
,,53426,4.5,Seattle,459,WA,3.8,User Experience Researcher,Facebook,4.5,4.3,1,4.2
manufacturing engineer,project engineer,61241,4.5,Seattle,460,WA,3.8,Production Engineer,Facebook,4.5,4.3,1,4.2
,,13596,4.5,Seattle,461,WA,3.8,Merchandiser,Facebook,4.5,4.3,1,4.2
research scientist,test engineer,7617,4.5,Seattle,462,WA,3.8,Optical Engineer,Facebook,4.5,4.3,1,4.2
,,201494,4.5,Seattle,463,WA,3.8,Marketing Representative I,Facebook,4.5,4.3,1,4.2
,,98348,4.5,Seattle,464,WA,3.8,Software Systems Architect,Facebook,4.5,4.3,1,4.2
senior financial analyst,consultant,45039,4.5,Seattle,465,WA,3.8,Controller,Facebook,4.5,4.3,1,4.2
,,239451,4.5,Seattle,466,WA,3.8,Optical Software Engineer,Facebook,4.5,4.3,1,4.2
production manager,production supervisor,47752,4.5,Seattle,467,WA,3.8,Warehouse Supervisor,Facebook,4.5,4.3,1,4.2
,,232704,4.5,Miami,468,FL,3.8,Warehouse Loader,Facebook,4.5,4.3,6,4.2
,,343899,4.5,Miami,469,FL,3.8,Command Center Operator,Facebook,4.5,4.3,5,4.2
member service representative,receptionist,33688,4.5,Miami,470,FL,3.8,Head Teller,Facebook,4.5,4.3,5,4.2
administrative assistant,flight attendant,56110,4.5,Miami,471,FL,3.8,Cage Cashier,Facebook,4.5,4.3,4,4.2
,,375476,4.5,Miami,472,FL,3.8,Players Club Representative,Facebook,4.5,4.3,4,4.2
intern,administrative assistant,4668,4.5,Miami,473,FL,3.8,Special Events Coordinator,Facebook,4.5,4.3,4,4.2
,,628249,4.5,Miami,474,FL,3.8,Teller I - Full-time,Facebook,4.5,4.3,4,4.2
,,388237,4.5,Miami,475,FL,3.8,Banquet Houseperson,Facebook,4.5,4.3,4,4.2
,,715483,4.5,Miami,476,FL,3.8,Deli Server and Cashier,Facebook,4.5,4.3,3,4.2
process engineer,owner,42020,4.5,Miami,477,FL,3.8,Plant Superintendent,Facebook,4.5,4.3,3,4.2
,,298654,4.5,Miami,478,FL,3.8,Maintenance Worker I,Facebook,4.5,4.3,3,4.2
senior business analyst,consultant epic him,62748,4.5,Miami,479,FL,3.8,Business Analyst I,Facebook,4.5,4.3,3,4.2
,,68980,4.5,Miami,480,FL,3.8,Junior Marketing Analyst,Facebook,4.5,4.3,3,4.2
